experiment_id,nr_of_subjects,is_control,questionnaire_applied_after,reference_of_experience,subject_health,quest_abbreviation,pubmed_id,doi,main_author,date_published,reference_text,abstract_text,paper_link,dosage_quantity,dosage_unit,info_induction,induction_method,injection_method,Dread_of_Ego_Dissolution_mean,Dread_of_Ego_Dissolution_std,Oceanic_Boundlessness_mean,Oceanic_Boundlessness_std,Visionary_Restructuralization_mean,Visionary_Restructuralization_std
248,12,1,60,NULL,healthy,APZ(3D),26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,50,mg,"An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation.",Naltrexone,"capsule (oral)",0.75,0.10,0.80,1.20,0.00,0.00
249,12,1,60,NULL,healthy,APZ(3D),26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,"50 + 1","mg + mg","An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation. + An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation.","Naltrexone + Salvinorin-A","capsule (oral) + inhalation",1.80,3.40,2.20,3.40,1.00,2.50
251,12,0,60,NULL,healthy,APZ(3D),26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,1,mg,"An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation.",Salvinorin-A,inhalation,5.80,6.40,5.10,2.70,5.00,3.40
252,12,1,60,NULL,healthy,APZ(3D),26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,40,mg,"An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation.",Ketanserin,"capsule (oral)",0.10,0.20,0.30,0.30,0.10,0.20
253,12,1,60,NULL,healthy,APZ(3D),26874330,10.1093/ijnp/pyw016,"Maqueda AE","2016 Jul","Maqueda, A.E., Valle, M., Addy, P.H., Antonijoan, R.M., Puntes, M., Coimbra, J., Ballester, M.R., Garrido, M., GonzÃ¡lez, M., Claramunt, J., Barker, S., Lomnicka, I., Waguespack, M., Johnson, M.W., Griffiths, R.R. & Riba, J. (2016) Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans. The international journal of neuropsychopharmacology, 7, .","BACKGROUND: Salvinorin-A is a terpene found in the leaves of the plant Salvia
divinorum. When administered to humans, salvinorin-A induces an intense but
short-lasting modified state of awareness, sharing features with those induced by
the classical serotonin-2A receptor agonist psychedelics. However, unlike
substances such as psilocybin or mescaline, salvinorin-A shows agonist activity
at the kappa-opioid receptor rather than at the serotonin-2A receptor. Here, we
assessed the involvement of kappa-opioid receptor and serotonin-2A agonism in the
subjective, cardiovascular, and neuroendocrine effects of salvinorin-A in humans.
METHODS: We conducted a placebo-controlled, randomized, double-blind study with 2
groups of 12 healthy volunteers with experience with psychedelic drugs. There
were 4 experimental sessions. In group 1, participants received the following
treatment combinations: placebo+placebo, placebo+salvinorin-A,
naltrexone+placebo, and naltrexone+salvinorin-A. Naltrexone, a nonspecific opioid
receptor antagonist, was administered at a dose of 50mg orally. In group 2,
participants received the treatment combinations: placebo+placebo,
placebo+salvinorin-A, ketanserin+placebo, and ketanserin+salvinorin-A.
Ketanserin, a selective serotonin-2A antagonist, was administered at a dose of
40mg orally.
RESULTS: Inhalation of 1mg of vaporized salvinorin-A led to maximum plasma
concentrations at 1 and 2 minutes after dosing. When administered alone,
salvinorin-A severely reduced external sensory perception and induced intense
visual and auditory modifications, increased systolic blood pressure, and
cortisol and prolactin release. These effects were effectively blocked by
naltrexone, but not by ketanserin.
CONCLUSIONS: Results support kappa opioid receptor agonism as the mechanism of
action underlying the subjective and physiological effects of salvinorin-A in
humans and rule out the involvement of a serotonin-2A-mediated mechanism.",NULL,"40 + 1","mg + mg","An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation. + An i.v. catheter was placed in a vein of the left

arm for drawing blood samples. Pretreatment capsules were

administered, and 1 hour later, salvinorin-A or placebo was

administered by vaporization and inhalation.","Ketanserin + Salvinorin-A","capsule (oral) + inhalation",5.20,5.50,5.40,3.40,4.30,3.40
268,12,0,240,NULL,healthy,APZ(3D),27039035,10.1016/j.euroneuro.2016.03.012,"Valle M","2016 Jul","Valle, M., Maqueda, A.E., Rabella, M., RodrÃ­guez-Pujadas, A., Antonijoan, R.M., Romero, S., Alonso, J.F., MaÃ±anas, M.Ã€., Barker, S., Friedlander, P., Feilding, A. & Riba, J. (2016) Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans. European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology, 7, 1161-75.","Ayahuasca is an Amazonian psychotropic plant tea typically obtained from two
plants, Banisteriopsis caapi and Psychotria viridis. It contains the psychedelic 
5-HT2A and sigma-1 agonist N,N-dimethyltryptamine (DMT) plus Î²-carboline
alkaloids with monoamine-oxidase (MAO)-inhibiting properties. Although the
psychoactive effects of ayahuasca have commonly been attributed solely to agonism
at the 5-HT2A receptor, the molecular target of classical psychedelics, this has 
not been tested experimentally. Here we wished to study the contribution of the
5-HT2A receptor to the neurophysiological and psychological effects of ayahuasca 
in humans. We measured drug-induced changes in spontaneous brain oscillations and
subjective effects in a double-blind randomized placebo-controlled study
involving the oral administration of ayahuasca (0.75mg DMT/kg body weight) and
the 5-HT2A antagonist ketanserin (40mg). Twelve healthy, experienced psychedelic 
users (5 females) participated in four experimental sessions in which they
received the following drug combinations: placebo+placebo, placebo+ayahuasca,
ketanserin+placebo and ketanserin+ayahuasca. Ayahuasca induced EEG power
decreases in the delta, theta and alpha frequency bands. Current density in
alpha-band oscillations in parietal and occipital cortex was inversely correlated
with the intensity of visual imagery induced by ayahuasca. Pretreatment with
ketanserin inhibited neurophysiological modifications, reduced the correlation
between alpha and visual effects, and attenuated the intensity of the subjective 
experience. These findings suggest that despite the chemical complexity of
ayahuasca, 5-HT2A activation plays a key role in the neurophysiological and
visual effects of ayahuasca in humans.",NULL,0.75,"mg * body weight (kg)",NULL,"Ayahuasca (DMT)","capsule (oral)",2.00,1.80,4.00,3.40,4.50,4.20
269,12,1,240,NULL,healthy,APZ(3D),27039035,10.1016/j.euroneuro.2016.03.012,"Valle M","2016 Jul","Valle, M., Maqueda, A.E., Rabella, M., RodrÃ­guez-Pujadas, A., Antonijoan, R.M., Romero, S., Alonso, J.F., MaÃ±anas, M.Ã€., Barker, S., Friedlander, P., Feilding, A. & Riba, J. (2016) Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans. European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology, 7, 1161-75.","Ayahuasca is an Amazonian psychotropic plant tea typically obtained from two
plants, Banisteriopsis caapi and Psychotria viridis. It contains the psychedelic 
5-HT2A and sigma-1 agonist N,N-dimethyltryptamine (DMT) plus Î²-carboline
alkaloids with monoamine-oxidase (MAO)-inhibiting properties. Although the
psychoactive effects of ayahuasca have commonly been attributed solely to agonism
at the 5-HT2A receptor, the molecular target of classical psychedelics, this has 
not been tested experimentally. Here we wished to study the contribution of the
5-HT2A receptor to the neurophysiological and psychological effects of ayahuasca 
in humans. We measured drug-induced changes in spontaneous brain oscillations and
subjective effects in a double-blind randomized placebo-controlled study
involving the oral administration of ayahuasca (0.75mg DMT/kg body weight) and
the 5-HT2A antagonist ketanserin (40mg). Twelve healthy, experienced psychedelic 
users (5 females) participated in four experimental sessions in which they
received the following drug combinations: placebo+placebo, placebo+ayahuasca,
ketanserin+placebo and ketanserin+ayahuasca. Ayahuasca induced EEG power
decreases in the delta, theta and alpha frequency bands. Current density in
alpha-band oscillations in parietal and occipital cortex was inversely correlated
with the intensity of visual imagery induced by ayahuasca. Pretreatment with
ketanserin inhibited neurophysiological modifications, reduced the correlation
between alpha and visual effects, and attenuated the intensity of the subjective 
experience. These findings suggest that despite the chemical complexity of
ayahuasca, 5-HT2A activation plays a key role in the neurophysiological and
visual effects of ayahuasca in humans.",NULL,40,mg,NULL,Ketanserin,n/a,0.10,0.10,0.20,0.40,0.00,0.00
270,12,1,240,NULL,healthy,APZ(3D),27039035,10.1016/j.euroneuro.2016.03.012,"Valle M","2016 Jul","Valle, M., Maqueda, A.E., Rabella, M., RodrÃ­guez-Pujadas, A., Antonijoan, R.M., Romero, S., Alonso, J.F., MaÃ±anas, M.Ã€., Barker, S., Friedlander, P., Feilding, A. & Riba, J. (2016) Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans. European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology, 7, 1161-75.","Ayahuasca is an Amazonian psychotropic plant tea typically obtained from two
plants, Banisteriopsis caapi and Psychotria viridis. It contains the psychedelic 
5-HT2A and sigma-1 agonist N,N-dimethyltryptamine (DMT) plus Î²-carboline
alkaloids with monoamine-oxidase (MAO)-inhibiting properties. Although the
psychoactive effects of ayahuasca have commonly been attributed solely to agonism
at the 5-HT2A receptor, the molecular target of classical psychedelics, this has 
not been tested experimentally. Here we wished to study the contribution of the
5-HT2A receptor to the neurophysiological and psychological effects of ayahuasca 
in humans. We measured drug-induced changes in spontaneous brain oscillations and
subjective effects in a double-blind randomized placebo-controlled study
involving the oral administration of ayahuasca (0.75mg DMT/kg body weight) and
the 5-HT2A antagonist ketanserin (40mg). Twelve healthy, experienced psychedelic 
users (5 females) participated in four experimental sessions in which they
received the following drug combinations: placebo+placebo, placebo+ayahuasca,
ketanserin+placebo and ketanserin+ayahuasca. Ayahuasca induced EEG power
decreases in the delta, theta and alpha frequency bands. Current density in
alpha-band oscillations in parietal and occipital cortex was inversely correlated
with the intensity of visual imagery induced by ayahuasca. Pretreatment with
ketanserin inhibited neurophysiological modifications, reduced the correlation
between alpha and visual effects, and attenuated the intensity of the subjective 
experience. These findings suggest that despite the chemical complexity of
ayahuasca, 5-HT2A activation plays a key role in the neurophysiological and
visual effects of ayahuasca in humans.",NULL,"0.75 + 40","mg * body weight (kg) + mg * body weight (kg)",NULL,"DMT + Ketanserin","n/a + n/a",1.00,7.23,1.50,3.00,2.70,3.40
356,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,10.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.75,NULL,4.38,NULL,2.63,NULL
357,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,12,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.63,NULL,5.13,NULL,3.25,NULL
358,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,13.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,2.25,NULL,4.25,NULL,2.63,NULL
359,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,15,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,4.00,NULL,5.38,NULL,3.75,NULL
360,8,0,2-60,NULL,healthy,APZ(3D),23135605,10.1007/s00213-012-2912-9,"MacLean KA","2013 Mar","MacLean, K.A., Johnson, M.W., Reissig, C.J., Prisinzano, T.E. & Griffiths, R.R. (2013) Dose-related effects of salvinorin A in humans: dissociative, hallucinogenic, and memory effects. Psychopharmacology, 2, 381-92.","RATIONALE: Salvinorin A is a kappa opioid agonist and the principal psychoactive 
constituent of the plant Salvia divinorum, which has increased in popularity as a
recreational drug over the past decade. Few human studies have examined
salvinorin A.
OBJECTIVE: This double-blind, placebo-controlled study evaluated the dose-related
effects of inhaled salvinorin A in individuals with histories of hallucinogen
use.
METHODS: Eight healthy hallucinogen-using adults inhaled up to 16 doses of
salvinorin A (0.375-21Â Î¼g/kg) in ascending order. Physiological, behavioral, and 
subjective effects were assessed every 2Â min for 60Â min after administration.
Qualitative subjective effects were assessed retrospectively via questionnaires
at the end of sessions. Persisting effects were assessed 1Â month later.
RESULTS: Orderly dose-related effects peaked at 2Â min and then rapidly
dissipated, replicating previous findings. Subjective effects were intense, with 
maximal drug strength ratings or unresponsiveness frequently observed at high
doses. Questionnaires assessing qualitative effects (Hallucinogen Rating Scale,
Pharmacological Class Questionnaire) suggested some overlap with serotonergically
mediated classic hallucinogens. Salvinorin A also produced dose-related
dissociative effects and impairments in recall/recognition memory. At 1-month
follow-up, there was no evidence of persisting adverse effects. Participants
reported that salvinorin A effects were qualitatively different from other drugs.
CONCLUSIONS: Salvinorin A produces a unique profile of subjective and cognitive
effects, including strong dissociative effects and memory impairment, which only 
partially overlap with classic hallucinogen effects. Along with nonhuman studies 
of salvinorin A, these results are important for understanding the neurobiology
of the kappa opioid system and may ultimately have important therapeutic
applications.",NULL,16.5,μg/kg," participants inhaled up to 16 doses of salvinorin in ascending order",Salvinorin-A,inhalation,1.75,NULL,4.88,NULL,3.13,NULL
